fund_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster_kmeans,cluster_hac,name,beta_Mkt_RF_5y,rsquared_5y,vol_ann_5y
240,2.521505845755781,2.1952339643260745,4.430857665213829,1.4785609317948394,0.7301576489619371,-0.5963260444289921,-0.8274689981431509,0,1,"GS US CORESM EQ PORF ""BS"" ACC SNAP",0.7838013042265064,0.382661269145548,16.077316666911074
241,2.171831157353734,6.605531382527998,6.252583152959517,1.7624037327896263,0.4970908815297356,-3.926363135788635,-0.7026227523262608,0,1,"GS US FOCUSED GROWTH EQ PORF ""BS"" ACC",0.7873213365947036,0.3056862143418091,19.771573950535092
246,4.470883566957763,3.793187749713875,-1.145414381301434,2.006936248879199,0.553059870834302,-0.4397343957922412,0.3694524954448286,0,1,"GS EM MARKETS EQ PORTF ""BS"" (USD) ACC",0.9340109800901351,0.5164418725289706,17.757292364757603
266,-5.932978634005253,-1.7215100256988691,-0.3007560283315469,0.3313405934447439,1.5285455156118328,-1.6184769527499112,0.11825868859964739,1,0,"AXA WF GLB EMER MKTS BOND ""E"" (EUR HDG)",0.29575802536111984,0.3039794209487693,6.602662246767918
270,0.4445505532440661,-0.22385055650345612,-0.5061324075054159,-4.32509789086323,-0.5991819617659725,-0.8224567467936889,-0.7202888140383472,0,1,"EDR TRICOLORE RENDEME ""A"" (EUR)",0.674633329226491,0.3207626647519555,17.088531640408654
281,-4.461980984817682,-1.020806503689558,-1.1744516508277283,-0.9703778095593942,1.2983547575764793,-0.33533229406141196,0.9110179934216371,1,0,"AB SICAV I - ALL MARK ""AX"" (USD) D",0.3965051130817025,0.43419720714534527,8.35463310821717
283,-4.623974323023999,-0.39796481916155524,-0.20262418136505783,-0.3659368229763379,1.3173466880985305,0.37860091052948214,1.1334257366061733,1,0,"AB SICAV I - ALL MARK ""A2X"" (USD)",0.3861518362712145,0.43730051917646895,8.150172292501827
287,-4.627674240137333,-0.4924856943009718,-0.32600906491628723,-0.4518519902221891,1.326388549057213,0.2646953221578438,1.1262414027248127,1,0,"AB SICAV I - ALL MARK ""C2X"" (USD)",0.3875477149573986,0.4399530973752459,8.152599829411725
289,-5.821255240838499,-1.7149536392258276,0.008193709573196935,0.7426775191866843,1.4525047538994134,-1.3352444940199932,0.2441272780108138,1,0,"PIMCO EMERG MKETS BOND ""E"" (EUR HDG)",0.2942625079926169,0.3432169870173051,6.09205145081493
328,-5.198222927281236,-0.2867846064588767,1.043691278252101,1.9883691867538902,-1.227011899075378,-0.8267764801857787,-0.6672561972733921,1,0,"JPM GLOBAL CONV CONS ""A"" (USD) ACC",0.27014558897980157,0.31830511462566624,6.0507205746452435
336,4.306193276760663,-0.30028396841336374,-0.46931021991861954,-0.9746293987225877,0.2894429174104357,-0.826093883521577,1.809583761835816,0,1,"JPM EUROPE DYNAMIC ""D"" (USD)",0.8740675168105371,0.43632296181230124,17.353156396631277
341,-5.226587939939152,-0.4401816932870797,0.8402627684906604,1.8265281380759029,-1.1903868284628638,-0.9752753758779296,-0.6876943016810851,1,0,"JPM INVESTMENT GLOBAL ""D"" (USD)",0.2702413302670097,0.318927657449113,6.049036443734319
346,3.462916365483997,5.42743955270979,-2.002622254692443,1.3319222578668413,0.6949433190724098,-0.7867586827457986,-0.7971426149695704,0,1,"JPM EMERGING MARKETS EQUITY ""A"" (EUR)",0.8866872467303555,0.495472159195281,18.153756835766334
347,1.5482588342579118,5.907338867993948,-2.6519657290019265,1.6567003386472892,0.10604826854670504,-1.5719733573226853,-1.3508664248633284,0,1,"JPM EMERGING MARKETS EQUITY ""A"" (GBP) D",0.7374809719192559,0.3934891784770732,17.81652066892463
350,2.2459312285063997,2.3371671081827374,1.7903377638251923,-1.1058997732515135,2.795577272599127,-0.026253603287334615,0.8542790594360874,0,1,"JPM EURP DYNM SMALL CAP ""A PERF PERF""INC",0.8124772740168207,0.40395401568433087,17.373997185474
351,1.3627319865331313,1.6596500887464,1.303389516829314,-0.5112452625859429,2.7204936999383182,-0.4022255873565166,0.3556052741450584,0,1,"JPM EUROPE SMALL CAP ""A"" (GBP) D",0.7380939260741399,0.360534647678009,16.414502984522542
353,3.5671413740357623,-3.2128753807669863,-1.5683332953315916,-4.020924164805108,-0.17142681425760967,-0.3741482717626013,-1.0444182664133081,0,1,"JPM EUROPE STRATEGIC VALUE ""A"" (GBP) D",0.7997588959850989,0.3228600786063095,18.24305755247119
360,1.7660652398155485,4.656764448619282,-1.5226842027909164,1.2545799211137196,-1.4959249189887671,0.8041169099914431,-0.7714220108069163,0,1,"JPM PACIFIC EQUITY ""A"" (EUR) ACC",0.7769094870458821,0.5411505650743818,15.764526711235687
369,-3.74014039292909,-0.5809981495641241,0.13734898423714173,1.5829862208289103,-2.057282361240405,-0.25418895736807134,-0.01970801962759622,1,0,"JPM GLOBAL BALANCED ""A"" INC",0.3637283083856171,0.4533110626775857,7.155555284041308
371,0.5118633449162098,0.8843150062988373,0.0014758045904397082,-1.6513818678486607,1.0381147942851923,-0.07719979953530626,-1.2604592281256064,0,1,"JPM EUROPE SELECT EQUITY ""A"" D",0.7116797876506953,0.3853849281804702,15.662330715130402
